source_url,row_count,traceability_status,attempted_url,final_url,http_status,content_type,status,backup_kind,local_path,sha256,size_bytes,retrieved_at,notes
https://www.cdc.gov/labs/pdf/SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,139,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\001_www.cdc.gov_586eec22a4_SF__19_308133-A_BMBL6_00-BOOK-WEB-final-3.pdf,9195fc92a4c9dd49c52d9e30dc3c74912eca565d316f09d0a2c54a6777b31931,4953083,2026-08-03T13:54:42.989223+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/chemical-hygiene-plan.pdf,78,open,,,,,failed,,,,,2026-08-03T13:59:18.962221+00:00,"powershell exit 1: Invoke-WebRequest : The operation has timed out.
At line:1 char:235
+ ... pe]::Tls13; Invoke-WebRequest -Uri $Url -OutFile $OutFile -MaximumRed ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"
https://ehs.yale.edu/sites/default/files/files/laboratory-chemical-hygiene-plan.pdf,75,open,,,,,failed,,,,,2026-08-03T13:59:32.993675+00:00,powershell response was not a PDF
https://ors.od.nih.gov/sr/dohs/Documents/chemical-safety-guide.pdf,70,open,,,,,failed,,,,,2026-08-03T14:06:04.706785+00:00,"TimeoutExpired: Command '['powershell.exe', '-NoProfile', '-ExecutionPolicy', 'Bypass', '-Command', ""& { param($Url, $OutFile, $TimeoutSeconds) $ErrorActionPreference='Stop'; $ProgressPreference='SilentlyContinue'; [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 -bor "
https://ors.od.nih.gov/sr/dohs/Documents/biosafety-in-microbiological-and-biomedical-laboratories.PDF,67,open,,,,,failed,,,,,2026-08-03T14:11:49.379571+00:00,"TimeoutExpired: Command '['powershell.exe', '-NoProfile', '-ExecutionPolicy', 'Bypass', '-Command', ""& { param($Url, $OutFile, $TimeoutSeconds) $ErrorActionPreference='Stop'; $ProgressPreference='SilentlyContinue'; [Net.ServicePointManager]::SecurityProtocol = [Net.SecurityProtocolType]::Tls12 -bor "
https://ors.od.nih.gov/sr/dohs/Documents/exposure-control-plan.pdf,50,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\006_ors.od.nih.gov_204e155613_exposure-control-plan.pdf,9d93d7d49557975c28b1fcd3d8043d70d32aaf79f2ae02a9345b2aa669041de4,416109,2026-08-03T14:11:49.684076+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/laser-safety-program.pdf,34,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\007_ors.od.nih.gov_d6b282148d_laser-safety-program.pdf,433f5eafa94cfeae387599c21addfe8c876ccf7a09c262646b2d382db703aa00,965515,2026-08-03T14:11:49.989578+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/compressed-gas-and-cryogen-safety-guidelines-document.pdf,25,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\008_ors.od.nih.gov_de0f29a5de_compressed-gas-and-cryogen-safety-guidelines-document.pdf,4fa7aa1700006ebc6aea39380684ce5abd5f35a64be49100c9433410b60985ff,776401,2026-08-03T14:11:50.295967+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf,18,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\009_ors.od.nih.gov_30c8fdbcd0_managing-pyrophoric-and-water-reactive-chemicals-in-the-laboratories.pdf,e36638a27957245fc8290d20df4b0fd1855977e086aaaf1b8dec106705595257,354828,2026-08-03T14:11:50.598256+00:00,existing_validated_pdf_magic
https://ors.od.nih.gov/sr/dohs/Documents/nih-dichloromethane-health-and-safety-plan.pdf,18,open,,,,,downloaded,original,artifacts\pdf_source_backups_20260803\files\010_ors.od.nih.gov_d13f376081_nih-dichloromethane-health-and-safety-plan.pdf,2b5e79d0d115e9f5899d1de747a7bf78b3b0104975f279747d51a74eaf62b11c,356312,2026-08-03T14:11:50.900638+00:00,existing_validated_pdf_magic
